restaurant,restaurant_slug,category,item_name,description,price_sar,image_file,image_source_url
Jacky,jacky-180714,Drinks,Cola Light,Sugar-free pepsi with the classic taste.,5,images/c9715e1c85c652f0.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/90a6748ddd3ae500c8663f1ab23b7383.jpg?width=1440&quality=75&webp=true
Jacky,jacky-180714,Drinks,Fanta Citus,Refreshing citrus-flavored carbonated drink.,5,images/0e249139f9f2419b.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/me/chains/hs-alb/70a1fbc07bf5cc0b4a3ccb8b1557c65c.jpg?width=1440&quality=75&webp=true
Jacky,jacky-180714,Drinks,Fanta Orange,Fruity and refreshing orange-flavored soda.,5,images/07c87697730eb54f.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/e30110010d15f040ae51b0de8622721e.jpg?width=1440&quality=75&webp=true
Jacky,jacky-180714,Drinks,Sprite,Crisp lemon-lime flavored soft drink.,5,images/2171e748377b12f5.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/368715c35b2c13c88b8ab9bd5067ac27.jpg?width=1440&quality=75&webp=true
Jacky,jacky-180714,Drinks,Cola Zero,Sugar-free cola with the classic taste.,5,images/5fec45ab5b37738e.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/0acc8a4c3d86912948b68a3baca12da6.jpg?width=1440&quality=75&webp=true
Jacky,jacky-180714,Drinks,Sprite Zero,Sugar-free sprite with a crisp refreshing taste.,5,images/c43bc3ca11243320.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/658b1789dc377833860b75fb4a223bf0.jpeg?width=1440&quality=75&webp=true
Jacky,jacky-180714,Drinks,Sprite Citrus & Mint,Refreshing citrus flavor with a cool hint of mint.,5,images/7173bd1f61d5f921.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/5ce97a9dff8dc41000b49abdefb3a7a2.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Exclusive Offers,Cappuccino And Halloumi Sandwich,Cappuccino and halloumi sandwich together,40,images/f8a9a28b540a740b.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/3c2803814f1d929665f79b92e8fa542f.jpeg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Exclusive Offers,Buy 2 Get 2 Free Offer,Buy any 2 coffees (hot or cold) and get 2 free,60,images/702064f102c3240e.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/f653f9494166134540e85c30ed301de0.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Exclusive Offers,Buy 2 Cappuccino And 2 Halloumi Sandwiches,Buy 2 cappuccinos and 2 halloumi sandwiches,80,images/abbe7e29b58d33dc.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/86900553fb1148492d4ac4225f95b865.jpeg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Exclusive Offers,Social Special,12 pieces + 2 boxes of coffee + 4 puddings,234,images/29778c35c8f06c04.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/39172/product/eaf5ca92-6592-4920-8cd2-16c17d74216e.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Exclusive Offers,The Sweetest Gathering,4 puddings - hot or cold coffee can,103,images/7b28bed3de3455b7.jpg,https://hungerstation.dhmedia.io/image/global-menu-service/HS_SA/vendor/157015/product/ad4c434f-b2e5-43b5-8076-4905e3feb913.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Gathering,Sandwich Box 6 Pieces,A box consisting of 6 sandwich pieces each type is selected separately,55,images/2dabd82a3605aaed.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/71483/PRODUCT/70995461/d40ee7bb-8093-4696-8b76-221cfcba98ab.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Gathering,Sandwich Box 12 Pieces,A box consisting of 12 sandwich pieces each type chosen separately,108,images/7742ad924a3c3ca8.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/71483/PRODUCT/78431300/0273b3a2-92d2-4c39-b589-0e9b65e2090c.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Gathering,Coffee Box,The gathring box contains a variety of distinctive options choose your suitable drink from the following drinks black coffee cold brew nirvana arabiian latte hawaiian latte or even hot chocolate and enjoy the distinctive taste,0,images/3e9b2fad66390c86.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/127592/product/70953475/58b2ab35-5ea6-496b-9028-23241fe6aeed.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Gathering,Compo Mix Box,"A box of chocolates containing 12 brownies, 6 cookies, and 6 packets of coffee",152.3,images/da42ea64a4f362ed.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/127592/product/116255599/3fb8463d-c047-4097-8c13-036e2ad66482.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Gathering,Mix Box,Deluxe cookie and brownie box,123,images/3b9037fd8e2360d4.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/184808/product/656a5a6d-bf72-4d1d-b15a-89704cf403a5.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Hot Classic,Cappuccino - Large,"An italian drink traditionally prepared with espresso, steamed milk and micro milk foam, half of the cup content is milk and espresso and the remaining half is purely soft milk foam",16,images/8ec702615a6e6407.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/157015/product/pr158897/5af30605-09b1-4d95-9d2e-bf72fe36c393.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Hot Classic,Caffe Latte - Large,"An italian drink traditionally prepared with espresso, steamed milk and micro milk foam, of the cup content is milk and espresso and the remaining is purely soft milk foam",20,images/cb9802e1f6e5bb92.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/157015/product/pr158900/8fd1badb-4bc5-4008-a463-1b8ff976e205.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Hot Classic,Black Coffee - Large,Espresso with hot water added to it.,13,images/41fabfc0c454cbd6.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/157015/product/pr158902/ec939c30-8f28-45b1-8bb0-d64c59e61499.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Hot Classic,French Latte - Large,"A drink steamed and blended together with milk, mocha and vanilla powder",20,images/a78e6b0ce164639b.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/157015/product/pr158903/01a47b8f-33a0-4d0d-ba13-551241490b51.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Hot Classic,Espresso Americano - Large,Espresso with added hot water,16,images/f223278cc83a0281.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/157015/product/pr158904/ea70ff3c-dd4d-40ef-aac0-2e370a4286b8.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Hot Classic,Caffe Mocha - Large,Espresso and steamed milk base drink added with mocha powder topped with whipped cream and chocolate powder,19,images/3e148be69bfe8723.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/157015/product/pr158906/490b2143-d285-40c2-a70a-cf587c912599.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Hot Classic,Flat White,Espresso with steamed milk and foam,15,images/372ffce9b460dbcc.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/157015/product/35691716/a1e3d8fb-9293-455c-9909-46fcf7b7a966.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Hot Classic,Arabian Latte,"Medium size of a creamy drink that blends steamed milk, arabian latte powder, cardamom and ginger powder together",19,images/0504064867a2d3d3.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/157015/product/1038123/a9bd7c17-5578-4d88-bc9e-f716e410e9bb.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Hot Classic,Cappuccino - Medium,"An italian drink traditionally prepared with espresso, steamed milk and micro milk foam, half of the cup content is milk and espresso and the remaining half is purely soft milk foam",14,images/8ec702615a6e6407.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/157015/product/pr158897/5af30605-09b1-4d95-9d2e-bf72fe36c393.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Hot Classic,Caffe Latte - Medium,"An italian drink traditionally prepared with espresso, steamed milk and micro milk foam, of the cup content is milk and espresso and the remaining is purely soft milk foam",18,images/cb9802e1f6e5bb92.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/157015/product/pr158900/8fd1badb-4bc5-4008-a463-1b8ff976e205.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Hot Classic,Black Coffee - Medium,Espresso with hot water added to it.,11,images/41fabfc0c454cbd6.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/157015/product/pr158902/ec939c30-8f28-45b1-8bb0-d64c59e61499.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Hot Classic,French Latte - Medium,"A drink steamed and blended together with milk, mocha and vanilla powder",18,images/a78e6b0ce164639b.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/157015/product/pr158903/01a47b8f-33a0-4d0d-ba13-551241490b51.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Hot Classic,Espresso Americano - Medium,Espresso with added hot water,13,images/f223278cc83a0281.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/157015/product/pr158904/ea70ff3c-dd4d-40ef-aac0-2e370a4286b8.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Hot Classic,Caffe Mocha - Medium,Espresso and steamed milk base drink added with mocha powder topped with whipped cream and chocolate powder,16,images/3e148be69bfe8723.jpg,https://images.deliveryhero.io/image/global-menu-service/HS_SA/vendor/157015/product/pr158906/490b2143-d285-40c2-a70a-cf587c912599.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Hot Classic,Spanish Latte - Large Size,Spanish latte (a mixture of coffee and condensed milk),20,images/6d67e4402f188fad.jpg,https://hungerstation.dhmedia.io/image/global-menu-service/HS_SA/vendor/184808/product/pr2335746/ca3848e5-f6f6-491f-9a7e-2300d6f9b0dc.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Hot Classic,Spanish Latte - Medium Size,Spanish latte (a mixture of coffee and condensed milk),16,images/6d67e4402f188fad.jpg,https://hungerstation.dhmedia.io/image/global-menu-service/HS_SA/vendor/184808/product/pr2335746/ca3848e5-f6f6-491f-9a7e-2300d6f9b0dc.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Signature Drinks,Dessert Caravan - Large,"A creamy java café signature drink that combines espresso, steamed milk blended with vanilla and mocha powder",20,images/20401e0a4cc34620.jpg,https://hungerstation.dhmedia.io/image/global-menu-service/HS_SA/vendor/157015/product/pr158916/e856ba08-bcd4-4d1e-8855-ae9dbb29b096.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Signature Drinks,Spanish Latte - Large,"A creamy drink with a blend of espresso, steamed milk and condensed milk",16,images/539cfe9ea877f68e.jpg,https://hungerstation.dhmedia.io/image/global-menu-service/HS_SA/vendor/157015/product/pr158923/96063d84-8b8d-402c-aa2b-1fa7062350bc.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Signature Drinks,Hawaiian Latte - Large,It is a drink mixed totally with steamed milk with a blended balance of coffee and cocoa,20,images/8923173d50bbef10.jpg,https://hungerstation.dhmedia.io/image/global-menu-service/HS_SA/vendor/157015/product/pr160703/dddec908-b7fa-434e-ab27-520b8dad3f8f.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Signature Drinks,Nirvana - Large,"A creamy semi-sweet drink blended with steamed milk, carnation and honey with a warming hint of exotic cinnamon and ginger.",20,images/26ef5182d557d43b.jpg,https://hungerstation.dhmedia.io/image/global-menu-service/HS_SA/vendor/157015/product/pr160718/905d42cf-85d6-4cd0-af94-4e48abde6562.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Signature Drinks,Dessert Caravan - Medium,"A creamy java café signature drink that combines espresso, steamed milk blended with vanilla and mocha powder",18,images/20401e0a4cc34620.jpg,https://hungerstation.dhmedia.io/image/global-menu-service/HS_SA/vendor/157015/product/pr158916/e856ba08-bcd4-4d1e-8855-ae9dbb29b096.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Signature Drinks,Spanish Latte - Medium,"A creamy drink with a blend of espresso, steamed milk and condensed milk",14,images/539cfe9ea877f68e.jpg,https://hungerstation.dhmedia.io/image/global-menu-service/HS_SA/vendor/157015/product/pr158923/96063d84-8b8d-402c-aa2b-1fa7062350bc.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Signature Drinks,Hawaiian Latte - Medium,It is a drink mixed totally with steamed milk with a blended balance of coffee and cocoa,18,images/8923173d50bbef10.jpg,https://hungerstation.dhmedia.io/image/global-menu-service/HS_SA/vendor/157015/product/pr160703/dddec908-b7fa-434e-ab27-520b8dad3f8f.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Signature Drinks,Nirvana - Medium,"A creamy semi-sweet drink blended with steamed milk, carnation and honey with a warming hint of exotic cinnamon and ginger.",15,images/26ef5182d557d43b.jpg,https://hungerstation.dhmedia.io/image/global-menu-service/HS_SA/vendor/157015/product/pr160718/905d42cf-85d6-4cd0-af94-4e48abde6562.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Signature Drinks,Acai Protein,"A refreshing summer drink containing protein and acai, an antioxidant that helps build muscle.",31,images/35dee43325911ee9.jpg,https://hungerstation.dhmedia.io/image/global-menu-service/HS_SA/vendor/157015/product/8ba53693-a5b8-4109-a1f4-742598dce5ad.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Frost,Mocha Blast,"Medium size of a creamy cold beverage blended with cold milk, espresso, mocha powder and topped with whipped cream and swirl of chocolate sauce",21,images/e6171431b144c138.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/4b544415b1652332030146cb50515494.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Frost,Choco Cream Frost - Large,A creamy cold beverage blended with vanilla powder and chocolate sauce topped with whipped cream and chocolate,20,images/b43ceb1c709b974a.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/10be0e22d4a1a0d1602716957993cc2b.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Frost,Mocha Frost - Large,"A creamy cold beverage blended with cold milk, mocha powder and topped with whipped cream and swirl of chocolate sauce",20,images/aec0d4006ce22edc.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/07063e1395a26aa58406da3b9bec0e0b.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Frost,Caramel Frost - Large,"A creamy cold beverage blended with cold milk, caramel powder and topped with whipped cream and swirl of caramel sauce",20,images/f23fcdd74d9c4aba.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/596b32e39bfd13f9e05f4ac6ff121790.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Frost,Choco Frost - Large,"A creamy cold beverage blended with espresso shot, vanilla powder and oreo biscuits topped with whipped cream and oreo granules",20,images/d84307c381977e70.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/75d19e86d3b9c700b422e59a21312fb3.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Frost,Vanilla Frost - Large,"A creamy cold beverage blended with cold milk, vanilla powder and topped with whipped cream and swirl of caramel sauce",20,images/626acc7ec7b729b9.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/34fb8c684980e82439fc62fb52b32caf.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Frost,Relax Lemon & Mint,"Medium size of a thick and creamy beverage made fresh mint leaves, lime syrup, cold water and crushed ice blended together to form an absolute semi solid smoothie",19,images/03dfbb07ada66244.jpg,https://hungerstation.dhmedia.io/image/global-menu-service/HS_SA/vendor/157015/product/1038177/7a7267c9-080b-4e41-b960-539c659c1fa1.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Frost,Choco Cream Frost - Medium,A creamy cold beverage blended with vanilla powder and chocolate sauce topped with whipped cream and chocolate,18,images/b43ceb1c709b974a.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/10be0e22d4a1a0d1602716957993cc2b.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Frost,Mocha Frost - Medium,"A creamy cold beverage blended with cold milk, mocha powder and topped with whipped cream and swirl of chocolate sauce",18,images/aec0d4006ce22edc.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/07063e1395a26aa58406da3b9bec0e0b.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Frost,Caramel Frost - Medium,"A creamy cold beverage blended with cold milk, caramel powder and topped with whipped cream and swirl of caramel sauce",18,images/f23fcdd74d9c4aba.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/596b32e39bfd13f9e05f4ac6ff121790.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Frost,Choco Frost - Medium,"A creamy cold beverage blended with espresso shot, vanilla powder and oreo biscuits topped with whipped cream and oreo granules",18,images/d84307c381977e70.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/75d19e86d3b9c700b422e59a21312fb3.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Frost,Vanilla Frost - Medium,"A creamy cold beverage blended with cold milk, vanilla powder and topped with whipped cream and swirl of caramel sauce",18,images/626acc7ec7b729b9.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/34fb8c684980e82439fc62fb52b32caf.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java On Ice,Iced Latte Mocha - Large,"A cold beverage made with espresso, chocolate sauce, cold milk and stirred ice cubes",20,images/a43c696472891015.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/5a07ff038f4d90c2a1f3fa262dc31fee.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java On Ice,Iced Latte Caramel - Large,"A cold beverage made of espresso with caramel syrup, cold milk and stirred ice cubes",20,images/e323449a2c0a5726.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/5029d4f3806d6acb2061ec57c8ebaf46.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java On Ice,Iced Latte Caramel - Medium,"A cold beverage made of espresso with caramel syrup, cold milk and stirred ice cubes",18,images/e323449a2c0a5726.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/5029d4f3806d6acb2061ec57c8ebaf46.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java On Ice,Iced Spanish Latte - Large,Espresso coffee with fresh cold milk and sweetened condensed milk.,20,images/b83fdef56d55793b.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/d898ca65567bd42e2b672389170d2746.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java On Ice,Iced Latte - Large,"A cold beverage that has espresso shots, cold milk and stirred ice cubes",20,images/137549551fc59bea.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/2d760970b56925d646452b53b31a57e8.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java On Ice,Iced Latte - Medium,"A cold beverage that has espresso shots, cold milk and stirred ice cubes",18,images/137549551fc59bea.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/2d760970b56925d646452b53b31a57e8.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java On Ice,Iced Chocolate - Large,"A cold beverage that has chocolate sauce, cold milk and stirred ice cubes",12,images/761da21547530134.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/aa09ad4f880734cefcde497b3197eafd.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java On Ice,Cold Brew - Tall Size,Iced cold brew,18,images/5b0f20e2c1dacdd8.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/523c4ce451efa4e535d835c70fd6b03b.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java On Ice,Cold Brew - Grande Size,Iced cold brew,20,images/5b0f20e2c1dacdd8.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/523c4ce451efa4e535d835c70fd6b03b.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java On Ice,Iced Latte Mocha - Medium,"A cold beverage made with espresso, chocolate sauce, cold milk and stirred ice cubes",18,images/a43c696472891015.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/5a07ff038f4d90c2a1f3fa262dc31fee.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java On Ice,Iced Spanish Latte - Medium,Espresso coffee with fresh cold milk and sweetened condensed milk.,18,images/b83fdef56d55793b.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/d898ca65567bd42e2b672389170d2746.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java On Ice,Iced Chocolate - Medium,"A cold beverage that has chocolate sauce, cold milk and stirred ice cubes",10,images/761da21547530134.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/aa09ad4f880734cefcde497b3197eafd.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Sandwiches,Chicken Tikka With White Panini,Chicken tikka sandwich with white panini bread,18,images/b72fd2f3099276e5.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/8fa7bd15dbfa96fd20c6a5ff524af459.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Sandwiches,Halloumi Mint With Brown Panini,"With pumpkin seeds, seasme seeds and white oats",18,images/c9dcd175d9fbaa0e.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/75341050b9b56d4b11e4493eb5c3eba2.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Sandwiches,Grilled Chicken With Brown Panini,"Grilled chicken sandwich with brown baguette, sesame seeds, black beans and parmesan cheese",18,images/4233e17462d4dd7c.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/70e7c8fb41d4ce6b41835c6808ad0eb6.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Alternative,Orange Juice - Large,High quality freshly squeezed orange juice,19,images/f6dc1c8f117e35bc.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/97d975424940e509eaff985df15b10ac.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Alternative,Orange Juice - Medium,High quality freshly squeezed orange juice,16,images/f6dc1c8f117e35bc.jpg,https://images.deliveryhero.io/image/hungerstation/product/image_url_ref/97d975424940e509eaff985df15b10ac.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Alternative,Bottled Water,Fresh water packed from underground wells,3,images/259da2a927e129ce.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/aeaad3064da43884961497673c90f83f.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Bakeries,Cheese Croissant,Butter croissant stuffed with delicious cheeses,13,images/56aa0216d9474668.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/4ccf967b979c9bd5cad994af1416df15.jpg?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Merchandise,Espresso Beans,"100% finest arabica beans grown in the high mountains of columbia, roasted to perfection for perfect espresso coffee.250 grams",45,images/c9ef81418add2ff1.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image/1038658?width=1440&quality=75&webp=true
Java Cafe,java-cafe-127592,Java Merchandise,Filter Coffee Beans,100% finest arabica beans harvested and treated with wet process in order to ensure the highest quality from columbia.,45,images/5da408c8d080d706.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image/1038661?width=1440&quality=75&webp=true
Juice it,juice-it-71161,Fresh Juices   Small Size,Avocado 12 Oz,Avocado 12 oz,16,images/6e1b453b43c21464.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-JJT/577bd8af6f6451315e587a9543e5029e.png?width=1440&quality=75&webp=true
Juice it,juice-it-71161,Fresh Juices   Small Size,Pineapple 12 Oz,Pineapple 12 oz,16,images/5dd564abaa7fb55d.jpg,https://hungerstation.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fplaceholder_menu.3f6eeyl316dvk.png&w=1440&q=75
Juice it,juice-it-71161,Fresh Juices   Small Size,16 Ounces Pineapple Orange,16 ounces pineapple orange,18,images/5dd564abaa7fb55d.jpg,https://hungerstation.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fplaceholder_menu.3f6eeyl316dvk.png&w=1440&q=75
Juice it,juice-it-71161,Fresh Juices   Small Size,12 Oz Pineapple Orange,12 oz pineapple orange,16,images/5dd564abaa7fb55d.jpg,https://hungerstation.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fplaceholder_menu.3f6eeyl316dvk.png&w=1440&q=75
Juice it,juice-it-71161,Fresh Juices   Small Size,12 Ounces Apple Orange,12 ounces apple orange,16,images/5dd564abaa7fb55d.jpg,https://hungerstation.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fplaceholder_menu.3f6eeyl316dvk.png&w=1440&q=75
Juice it,juice-it-71161,Fresh Juices   Small Size,16 Ounces Apple Orange,16 ounces apple orange,18,images/5dd564abaa7fb55d.jpg,https://hungerstation.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fplaceholder_menu.3f6eeyl316dvk.png&w=1440&q=75
Juice it,juice-it-71161,Fresh Juices   Small Size,12 Ounces Oranges And Carrots,12 ounces oranges and carrots,16,images/5dd564abaa7fb55d.jpg,https://hungerstation.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fplaceholder_menu.3f6eeyl316dvk.png&w=1440&q=75
Juice it,juice-it-71161,Fresh Juices   Small Size,16 Ounces Oranges And Carrots,16 ounces oranges and carrots,18,images/5dd564abaa7fb55d.jpg,https://hungerstation.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fplaceholder_menu.3f6eeyl316dvk.png&w=1440&q=75
Juice it,juice-it-71161,Fresh Juices   Small Size,Orange Blender 12 Ounces,Orange blender 12 ounces,13,images/5dd564abaa7fb55d.jpg,https://hungerstation.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fplaceholder_menu.3f6eeyl316dvk.png&w=1440&q=75
Juice it,juice-it-71161,Fresh Juices   Small Size,Orange Press 12 Ounces,Orange press 12 ounces,16,images/5dd564abaa7fb55d.jpg,https://hungerstation.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fplaceholder_menu.3f6eeyl316dvk.png&w=1440&q=75
Juice it,juice-it-71161,Fresh Juices   Small Size,Orange Squeeze 16 Oz,Orange squeeze 16 oz,18,images/5dd564abaa7fb55d.jpg,https://hungerstation.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fplaceholder_menu.3f6eeyl316dvk.png&w=1440&q=75
